,Region Name (GO),ONS LACode,ONS LA Name,CP,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,A-Junction,A Ref E,A Ref N,B-Junction,B Ref E,B Ref N,RCat,iDir,Year,dCount,Hour,PC,2WMV,CAR,BUS,LGV,HGVR2,HGVR3,HGVR4,HGVA3,HGVA5,HGVA6,HGV,AMV
1693307,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,10,3,13,373.0,51,130,15.0,5,1.0,0.0,1,4.0,26.0,593.0
1693308,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,11,6,22,330.0,43,137,12.0,2,2.0,0.0,1,0.0,17.0,549.0
1693309,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,12,4,13,340.0,41,107,6.0,3,4.0,0.0,1,1.0,15.0,516.0
1693310,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,13,8,18,358.0,45,102,9.0,0,4.0,0.0,2,2.0,17.0,540.0
1693311,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,14,4,17,318.0,44,71,2.0,3,1.0,1.0,0,2.0,9.0,459.0
1693312,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,15,6,22,338.0,41,65,5.0,0,5.0,1.0,0,0.0,11.0,477.0
1693313,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,16,5,12,363.0,47,57,6.0,1,2.0,2.0,1,2.0,14.0,493.0
1693314,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,17,8,19,350.0,39,40,7.0,4,0.0,0.0,1,0.0,12.0,460.0
1693315,London,E09000033,Westminster,8083,527410,182550,51.527498197,-0.16472892,A41,A41,527643,182366,A5205,527190,182830,PU,S,2016,2016-11-01,18,8,21,412.0,39,27,3.0,1,0.0,0.0,2,1.0,7.0,506.0
1693832,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,7,7,158,2926.0,17,984,51.0,9,9.0,4.0,7,8.0,88.0,4173.0
1693833,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,8,6,127,3275.0,12,773,54.0,10,40.0,4.0,9,8.0,125.0,4312.0
1693834,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,9,2,66,2833.0,14,702,59.0,8,20.0,10.0,27,17.0,141.0,3756.0
1693835,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,10,0,21,2179.0,8,673,63.0,16,18.0,1.0,15,8.0,121.0,3002.0
1693836,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,11,1,13,2141.0,9,613,54.0,7,15.0,1.0,10,15.0,102.0,2878.0
1693837,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,12,0,27,2071.0,6,476,54.0,10,14.0,3.0,10,15.0,106.0,2686.0
1693838,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,13,1,33,2144.0,11,462,40.0,8,16.0,2.0,1,0.0,67.0,2717.0
1693839,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,14,0,28,2098.0,15,503,45.0,9,12.0,4.0,14,10.0,94.0,2738.0
1693840,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,15,3,28,2243.0,16,439,38.0,3,23.0,1.0,4,7.0,76.0,2802.0
1693841,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,16,4,27,2702.0,7,459,15.0,4,7.0,2.0,4,6.0,38.0,3233.0
1693842,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,17,2,63,3318.0,12,420,20.0,3,3.0,0.0,3,2.0,31.0,3844.0
1693843,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,E,2016,2016-06-20,18,2,55,3171.0,7,328,11.0,0,3.0,0.0,2,3.0,19.0,3580.0
1693844,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,7,1,53,2699.0,7,567,38.0,9,12.0,2.0,1,8.0,70.0,3396.0
1693845,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,8,8,40,2556.0,14,422,41.0,15,12.0,4.0,4,10.0,86.0,3118.0
1693846,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,9,0,12,2089.0,10,529,60.0,10,22.0,6.0,3,13.0,114.0,2754.0
1693847,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,10,0,35,2088.0,19,613,69.0,13,20.0,3.0,13,5.0,123.0,2878.0
1693848,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,11,0,23,1668.0,11,670,65.0,10,9.0,0.0,5,16.0,105.0,2477.0
1693849,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,12,0,13,2159.0,6,642,70.0,12,13.0,6.0,2,20.0,123.0,2943.0
1693850,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,13,3,29,2374.0,5,695,58.0,15,13.0,3.0,6,13.0,108.0,3211.0
1693851,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,14,1,31,2530.0,6,798,61.0,12,13.0,6.0,8,16.0,116.0,3481.0
1693852,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,15,1,42,2696.0,12,945,45.0,7,8.0,15.0,1,8.0,84.0,3779.0
1693853,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,16,1,86,3290.0,19,938,32.0,11,4.0,4.0,6,14.0,71.0,4404.0
1693854,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,17,5,164,3943.0,17,819,12.0,2,3.0,2.0,2,12.0,33.0,4976.0
1693855,London,E09000021,Kingston upon Thames,8476,522002,167864,51.396703859,-0.2477098,A3,A2043,521581,167625,A298,522049,167897,PU,W,2016,2016-06-20,18,7,201,4388.0,11,870,4.0,0,0.0,1.0,3,5.0,13.0,5483.0
1693856,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,7,55,39,232.0,30,136,17.0,5,16.0,0.0,0,3.0,41.0,478.0
1693857,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,8,51,33,248.0,25,106,11.0,3,12.0,0.0,0,3.0,29.0,441.0
1693858,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,9,16,30,286.0,27,120,20.0,2,16.0,0.0,1,1.0,40.0,503.0
1693859,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,10,13,19,233.0,21,114,18.0,1,12.0,0.0,2,2.0,35.0,422.0
1693860,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,11,11,16,240.0,20,101,15.0,2,15.0,0.0,1,1.0,34.0,411.0
1693861,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,12,8,17,267.0,16,109,11.0,4,14.0,0.0,0,4.0,33.0,442.0
1693862,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,13,7,15,283.0,16,88,16.0,2,9.0,1.0,1,3.0,32.0,434.0
1693863,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,14,9,19,280.0,27,68,8.0,2,8.0,0.0,0,1.0,19.0,413.0
1693864,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,15,5,25,300.0,20,56,6.0,1,3.0,0.0,0,1.0,11.0,412.0
1693865,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,16,14,29,310.0,18,60,8.0,0,2.0,0.0,0,0.0,10.0,427.0
1693866,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,17,23,28,354.0,22,49,4.0,0,2.0,0.0,0,0.0,6.0,459.0
1693867,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,E,2016,2016-07-06,18,20,36,413.0,20,37,6.0,1,0.0,0.0,0,0.0,7.0,513.0
1693868,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,7,12,13,209.0,15,39,8.0,1,9.0,0.0,0,3.0,21.0,297.0
1693869,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,8,15,14,359.0,18,97,15.0,1,16.0,0.0,2,1.0,35.0,523.0
1693870,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,9,12,13,271.0,22,82,11.0,1,10.0,0.0,1,2.0,25.0,413.0
1693871,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,10,9,12,299.0,23,122,14.0,1,12.0,0.0,1,3.0,31.0,487.0
1693872,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,11,5,14,364.0,20,110,19.0,2,11.0,0.0,0,4.0,36.0,544.0
1693873,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,12,8,19,296.0,17,113,22.0,9,9.0,0.0,0,0.0,40.0,485.0
1693874,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,13,8,24,325.0,14,141,17.0,3,10.0,0.0,1,1.0,32.0,536.0
1693875,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,14,14,22,355.0,14,172,18.0,4,9.0,0.0,1,0.0,32.0,595.0
1693876,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,15,16,23,347.0,16,160,14.0,2,10.0,1.0,0,1.0,28.0,574.0
1693877,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,16,27,40,477.0,27,159,13.0,0,3.0,0.0,0,1.0,17.0,720.0
1693878,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,17,38,31,416.0,27,137,10.0,1,1.0,0.0,0,0.0,12.0,623.0
1693879,London,E09000005,Brent,8492,522950,182780,51.530552979,-0.228907687,A404,A219,522359,182950,La Boundary,523850,182510,PU,W,2016,2016-07-06,18,44,34,393.0,17,102,6.0,0,1.0,0.0,0,0.0,7.0,553.0
1693880,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,7,2,12,811.0,1,180,7.0,1,1.0,1.0,0,0.0,10.0,1014.0
1693881,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,8,2,12,852.0,2,147,11.0,0,2.0,0.0,0,0.0,13.0,1026.0
1693882,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,9,0,1,597.0,1,133,6.0,0,5.0,1.0,1,0.0,13.0,745.0
1693883,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,10,1,1,556.0,0,120,10.0,2,4.0,0.0,0,1.0,17.0,694.0
1693884,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,11,0,3,507.0,0,132,8.0,4,4.0,1.0,1,1.0,19.0,661.0
1693885,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,12,0,11,567.0,1,121,11.0,1,3.0,1.0,0,1.0,17.0,717.0
1693886,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,13,0,7,540.0,3,143,23.0,2,6.0,0.0,0,1.0,32.0,725.0
1693887,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,14,0,5,664.0,2,156,22.0,1,6.0,0.0,1,0.0,30.0,857.0
1693888,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,15,1,8,741.0,5,185,10.0,1,5.0,0.0,0,0.0,16.0,955.0
1693889,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,16,3,15,790.0,3,180,12.0,2,3.0,0.0,0,1.0,18.0,1006.0
1693890,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,17,4,17,978.0,0,131,3.0,0,3.0,0.0,0,0.0,6.0,1132.0
1693891,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,E,2016,2016-09-22,18,4,14,796.0,0,92,2.0,0,1.0,0.0,0,1.0,4.0,906.0
1693892,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,7,2,18,832.0,1,180,13.0,2,3.0,1.0,1,1.0,21.0,1052.0
1693893,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,8,2,14,900.0,0,137,10.0,1,7.0,0.0,0,0.0,18.0,1069.0
1693894,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,9,2,7,637.0,2,131,16.0,4,3.0,0.0,2,0.0,25.0,802.0
1693895,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,10,1,4,575.0,1,119,18.0,1,3.0,0.0,0,0.0,22.0,721.0
1693896,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,11,0,4,562.0,0,118,16.0,3,2.0,0.0,0,0.0,21.0,705.0
1693897,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,12,0,6,541.0,0,116,14.0,3,2.0,0.0,0,0.0,19.0,682.0
1693898,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,13,1,4,520.0,0,108,12.0,2,8.0,0.0,0,0.0,22.0,654.0
1693899,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,14,1,6,602.0,0,128,24.0,0,2.0,0.0,1,1.0,28.0,764.0
1693900,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,15,1,5,622.0,1,133,13.0,2,5.0,0.0,1,0.0,21.0,782.0
1693901,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,16,1,14,693.0,3,120,7.0,0,2.0,0.0,0,0.0,9.0,839.0
1693902,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,17,2,14,738.0,2,85,1.0,0,1.0,0.0,0,0.0,2.0,841.0
1693903,London,E09000029,Sutton,8493,528000,161160,51.33513446,-0.163951275,A2022,LA Boundary,527250,160970,LA Boundary,529130,161600,PU,W,2016,2016-09-22,18,4,8,717.0,1,82,3.0,0,0.0,0.0,0,0.0,3.0,811.0
1693904,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,7,136,37,181.0,20,114,27.0,4,4.0,0.0,0,1.0,36.0,388.0
1693905,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,8,367,47,142.0,15,94,16.0,4,2.0,0.0,1,1.0,24.0,322.0
1693906,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,9,257,58,180.0,14,122,12.0,3,8.0,3.0,1,0.0,27.0,401.0
1693907,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,10,58,16,151.0,15,89,12.0,4,6.0,0.0,3,1.0,26.0,297.0
1693908,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,11,50,34,177.0,16,108,12.0,5,8.0,0.0,0,4.0,29.0,364.0
1693909,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,12,36,28,179.0,11,130,10.0,1,6.0,1.0,2,2.0,22.0,370.0
1693910,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,13,46,44,240.0,13,99,10.0,0,11.0,0.0,0,2.0,23.0,419.0
1693911,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,14,46,37,213.0,13,89,19.0,1,13.0,0.0,0,3.0,36.0,388.0
1693912,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,15,78,45,253.0,12,120,12.0,5,7.0,1.0,0,0.0,25.0,455.0
1693913,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,16,115,59,272.0,15,89,6.0,2,10.0,0.0,2,2.0,22.0,457.0
1693914,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,17,315,80,284.0,12,62,5.0,0,7.0,1.0,0,1.0,14.0,452.0
1693915,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,N,2016,2016-06-22,18,329,82,367.0,15,69,2.0,0,2.0,0.0,1,0.0,5.0,538.0
1693916,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,7,202,53,214.0,12,124,19.0,5,2.0,1.0,2,2.0,31.0,434.0
1693917,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,8,517,112,237.0,13,121,18.0,3,3.0,0.0,1,2.0,27.0,510.0
1693918,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,9,273,54,239.0,20,78,13.0,1,4.0,0.0,1,0.0,19.0,410.0
1693919,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,10,55,20,143.0,11,90,11.0,1,6.0,2.0,1,3.0,24.0,288.0
1693920,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,11,39,43,201.0,14,93,5.0,1,7.0,1.0,0,2.0,16.0,367.0
1693921,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,12,52,45,192.0,13,129,12.0,4,3.0,1.0,1,1.0,22.0,401.0
1693922,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,13,48,32,245.0,8,103,11.0,0,4.0,0.0,0,0.0,15.0,403.0
1693923,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,14,35,18,206.0,10,77,14.0,2,7.0,1.0,1,2.0,27.0,338.0
1693924,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,15,55,34,201.0,12,95,8.0,0,8.0,2.0,2,1.0,21.0,363.0
1693925,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,16,95,47,229.0,9,107,5.0,1,10.0,0.0,1,0.0,17.0,409.0
1693926,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,17,233,87,228.0,12,69,4.0,1,3.0,0.0,0,0.0,8.0,404.0
1693927,London,E09000019,Islington,8506,531460,182000,51.521628196,-0.106585416,A201,LA Boundary,531550,181660,A5201,531430,182060,PU,S,2016,2016-06-22,18,279,73,210.0,16,45,7.0,0,1.0,1.0,0,0.0,9.0,353.0
1693928,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,7,12,13,373.0,1,69,3.0,1,3.0,0.0,0,1.0,8.0,464.0
1693929,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,8,13,7,383.0,6,67,6.0,0,1.0,1.0,0,0.0,8.0,471.0
1693930,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,9,1,5,358.0,1,76,4.0,1,4.0,0.0,1,0.0,10.0,450.0
1693931,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,10,1,6,286.0,1,84,2.0,2,0.0,0.0,0,0.0,4.0,381.0
1693932,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,11,1,4,279.0,2,75,6.0,2,1.0,0.0,0,0.0,9.0,369.0
1693933,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,12,4,3,344.0,1,91,2.0,0,0.0,0.0,0,0.0,2.0,441.0
1693934,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,13,4,4,318.0,1,84,0.0,0,0.0,2.0,1,0.0,3.0,410.0
1693935,London,E09000021,Kingston upon Thames,8513,518000,165430,51.375673459,-0.306015768,A309,A243,518140,165370,A3(T),517910,165427,PU,E,2016,2016-09-27,14,1,3,381.0,4,107,0.0,2,2.0,0.0,0,0.0,4.0,499.0
